Title,Baths,Floor,Usable area,Beds,Rent Price,Location,Url
FOR LEASE: 2 BR Condo Unit at The Saint Francis Shangri-La Place,2.0,14.0,119.0,2.0,110000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-the-saint-francis-shangri-la-place-highway-hills-metro-manila-near-mrt-3-shaw-boulevard_413e552bdae4-8a51-0e42-fc1d-10781089
1 Bedroom Fame Residences Mandaluyong - For Lease,1.0,14.0,24.1,1.0,25000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-highway-hills-metro-manila-near-mrt-3-shaw-boulevard_e29d3bc40747-e831-ce52-42b9-3db70089
"For rent, High-end 2 bedroom unit in One Shangrila Place",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_7ffbc6ff85eb-a910-ade2-f60b-e9d32089
"For Rent One Shangri-La Place 1-Bedroom Unit, Mandaluyong",1.0,,65.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_193f407996cb-7a91-3c12-b6c5-96d32089
2BR Furnished Atrium Kai Garden Residences DMCI Homes Mandaluyong,1.0,33.0,56.0,2.0,31000.0,"Metro Manila, Mandaluyong, Malamig",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-kai-garden-residences-malamig-metro-manila-near-mrt-3-boni_e41e86c7078c-80ae-7cc2-c75e-be4e6089
Well-maintained 1 bedroom condominium unit for rent in st. Francis shangri-la,1.0,,57.0,1.0,60000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_22da0825433c-ae31-34b2-692e-05d32089
2BR Furnished Kai Garden Residences DMCI Homes Mandalulyong,1.0,15.0,56.0,2.0,31000.0,"Metro Manila, Mandaluyong, Malamig",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-kai-garden-residences-malamig-metro-manila-near-mrt-3-boni_b83ee3ed710e-80ae-7cc2-7201-f04e6089
2 Bedroom Condo for Rent in Shang Residences at Wack Wack,2.0,,145.0,2.0,120000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_9010920ba2b3-0fe1-a2b2-215e-24532089
2-Bedroom Condo Unit For Lease at St. Francis Shangrila Place,2.0,50.0,92.0,2.0,110000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-the-saint-francis-shangri-la-place-highway-hills-metro-manila-near-mrt-3-shaw-boulevard_6c50a07f91cd-6e71-1f52-d5ea-34781089
2-Bedroom Condo Unit For Lease at St. Francis Shangrila Place,2.0,10.0,131.0,2.0,135000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-the-saint-francis-shangri-la-place-highway-hills-metro-manila-near-mrt-3-shaw-boulevard_04474851c33b-e6c1-bf52-d5a6-e5781089
2 Bedroom Condo For Rent in One Shangrila Place,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_50d2f3dd4136-dc1e-4b92-d965-84d32089
Tropical Scandinavian Studio in One Shangrila Place for Lease,1.0,,45.0,,45000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_fcd268b98bb5-6470-b422-29ef-b2632089
"For lease 2BR Condo unit at One Shangri-la Place, Mandaluyong City",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_c0c642106bec-2c30-c072-e76d-f8d32089
2 Bedroom Condo For Rent in One Shangrila Place,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_50d2f3dd4136-dc1e-4b92-d965-84d32089
"For lease 2BR Condo unit at One Shangri-la Place, Mandaluyong City",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_c0c642106bec-2c30-c072-e76d-f8d32089
"Modern 3 Bedroom Condominium For Rent - The Pinnacle, Wack Wack, Mandaluyong",3.0,,300.0,3.0,200000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_d125fde43603-dbb1-de32-ec27-37532089
"2-Bedroom Fully Furnished Unit for Lease at One Shangrila Place, Mandaluyong",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_056a1d83c7fc-6f0f-b8c2-a915-74d32089
Studio Unit For Lease at One Shangri-la Place,1.0,,45.0,1.0,45000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_b99bcab51a90-0040-6ad2-a8b0-52632089
FOR LEASE: 2 BR Condo Unit at The Saint Francis Shangri-La Place,2.0,22.0,117.0,2.0,120000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-the-saint-francis-shangri-la-place-highway-hills-metro-manila-near-mrt-3-shaw-boulevard_ff7239815477-14bf-e922-5bd3-22781089
"2BR Condominium Unit for Lease at One Shangrila, Mandaluyong",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_bcfa5d7cbf6e-8dc0-71b2-44f5-74d32089
"For Rent 2 Bedroom Unit at One Shangri-la Place, Mandaluyong City",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_164596011f67-76fe-64b2-3c08-74d32089
"For Rent Studio Unit at Tivoli Garden Residences, Mandaluyong",1.0,,39.0,1.0,18500.0,"Metro Manila, Mandaluyong, Hulo",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-tivoli-garden-residences-hulo-metro-manila_6e333465db05-c6f1-18d2-9e01-07d32089
"For Rent 3 Bedroom Unit at One Shangri-La Place, Mandaluyong City",1.0,,170.0,3.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_c685a24de065-bbcf-a092-8b28-15d32089
For Rent 1 Bedroom 80 sqm Unit in One Shangri-la Place Mandaluyong City,1.0,,80.0,1.0,95000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_ac61f3a89a32-b53f-2a92-290d-c6d32089
2 Bedroom For Rent at One Shangri-la Place,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_464b8374e4e9-a841-7a52-e9a8-18d32089
FOR RENT One Bedroom Unit Acqua Private Res NEWLY RENOVATED Mandaluyong City,1.0,40.0,26.0,1.0,23000.0,"Metro Manila, Mandaluyong, Hulo",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-or-rent-in-acqua-private-residences-hulo-metro-manila_fc5f22809c8e-f1bf-d962-3a04-b9532089
Stylish 1 Bedroom Condominium Unit for Rent at St. Francis Shangri-La Place,1.0,,69.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_c74f100c05d1-7591-eb92-ca1b-05d32089
Elegant and Modern 1 Bedroom Condo Unit for Rent in St. Francis Shangri-La,1.0,,68.0,1.0,75000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_39629957c33a-abc0-0012-8d6c-05d32089
1 bedroom stylish condominium unit for rent in st. Francis shangri-la place,1.0,,65.0,1.0,55000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_aced5249f7e2-8f0e-4a92-c18f-05d32089
"Luxurious 2 bedroom unit for rent in One Shangrila Place, Mandaluyong City",2.0,,130.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_afc252d7f490-6c61-2692-a68f-d9d32089
"3BR CONDOMINIUM FOR LEASE IN FLAIR TOWER, MANDALUYONG CITY",2.0,,76.0,3.0,46000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-flair-towers-highway-hills-metro-manila-near-mrt-3-boni_91b6eb5674ba-ffe1-a392-8140-a5c01089
"1 Bedroom at The St Francis Shangri-la Place, Ortigas Center Mandaluyong City (Rent or Sale)",1.0,21.0,71.0,1.0,60000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-or-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_6dd85a36a2ef-a44e-05b2-6762-a5574089
"3 Bedroom Unit For Rent at One Shangri-la Place, North Tower, Mandaluyong City",3.0,,165.0,3.0,178000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_b03c49a48781-a0c1-2382-1957-74d32089
3 Bedroom Condominium Unit For Rent in One Shangri-La Place at One Shangri-La,2.0,,117.0,3.0,200000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_688b45282f86-9ece-2f62-97e9-84d32089
"3 Bedroom Unit for Rent in One Shangri-La Place, Mandaluyong City",3.0,,157.0,3.0,165000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_aa0217139ffc-83a1-61c2-0215-05d32089
1 bedroom condominium unit for rent/lease at one shangri-la place,2.0,,86.0,1.0,110000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_d2986a601ba4-d6ff-d1e2-c982-05d32089
Modern and stylish 2 bedroom condominium for rent in st. Francis shangri-la,2.0,,92.0,2.0,100000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_be3edeb7e0e3-d8ef-9a62-6a60-15d32089
2 Bedroom Unit For Lease at St. Francis Shangri-La Place PP CODE L1501,2.0,,,2.0,120000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_b1937b8fe029-ada1-7472-1ce5-7a951089
Modern and stylish 2 bedroom condominium for rent in st. Francis shangri-la,2.0,,92.0,2.0,100000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_be3edeb7e0e3-d8ef-9a62-6a60-15d32089
2 Bedroom Unit For Lease at St. Francis Shangri-La Place PP CODE L1501,2.0,,,2.0,120000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_b1937b8fe029-ada1-7472-1ce5-7a951089
For Lease: St. Francis Shangrila - 1 Bedroom,1.0,,68.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-ortigas_a7aea3a0fd55-a081-f852-702d-d5532089
Studio Type Condominium Unit for Rent in St. Francis Shangri-La Place,1.0,,46.0,1.0,40000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_506cd5f95c8d-8131-0c52-c0c7-05d32089
Beautiful 1 bedroom in One Shangrila Place for Lease,1.0,,65.0,1.0,69000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_4b77e3442f2c-c0de-3562-6559-6b632089
Nicely Furnished Studio In One Shangrila Place for Lease,1.0,,45.0,,45000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_796ea1fc1af9-eefe-8682-bbfc-71632089
3BR Fully Furnished Condo for Lease / Sale in One Shangri-La Place Mandaluyong,3.0,47.0,165.0,3.0,180000.0,"Metro Manila, Mandaluyong, Plainview",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-sale-or-rent-in-plainview-metro-manila_c8b5ee90f41b-63ff-f015-2684-756c770f
2 Bedroom Unit for Rent at One Shangri-la Place Mandaluyong,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_b945fa900334-a841-f2d2-921f-f8d32089
Mandaluyong condo for rent Twin Oaks Place,1.0,35.0,31.0,1.0,20000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-twin-oaks-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_e36a099f6156-3e9f-4342-1ac9-c8532089
"2-Bedroom Condominium Unit for Lease at One Shangrila Place, Mandaluyong",2.0,,117.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_65f2deea4bf9-30d1-91d2-1622-74d32089
"Prime 2-Bedroom Condominium for Lease at Wack-Wack Greenhills, Mandaluyong",2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_91c26b3d0ac6-b691-8de2-ce95-74d32089
3BR Condominium for RENT in One Shangri-La Place Mandaluyong,3.0,,160.0,3.0,148000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_8fb4475aa786-de6f-d672-32f1-84d32089
1BR Atrium Garden Level FURNISHED DMCI Kai Garden Residence,1.0,2.0,30.0,1.0,21000.0,"Metro Manila, Mandaluyong, Malamig",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-sale-or-rent-in-kai-garden-residences-malamig-metro-manila-near-mrt-3-boni_2deada883929-631f-1995-3e47-d8202159
"For Rent 3 Bedroom Unit in One Gateway Place, Pioneer St., Mandaluyong City",2.0,,122.0,3.0,70000.0,"Metro Manila, Mandaluyong, Barangka Ilaya",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-gateway-place-barangka-ilaya-metro-manila-near-mrt-3-boni_3221019578dc-37ae-12d2-3a9e-83532089
Modern and luxury 3 bedroom unit for rent in one shangri-la place,3.0,,170.0,3.0,180000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_10fc29538051-37f1-2a12-05e5-f5d32089
One Shangrila Studio South Tower,1.0,45.0,45.0,1.0,42000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_6583e2dff78f-05cf-2d92-9eeb-6d8c1089
"Studio Condo for Rent at Axis Residences, Pioneer, Mandaluyong City",1.0,,24.0,1.0,15000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-axis-residences-highway-hills-metro-manila-near-mrt-3-boni_03dd16918e66-f460-ce62-0210-eae32089
2BR Unit at One Shangri-la Place Mandaluyong for rent,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_ba7fd11cc99e-6d10-df72-1b0d-f8d32089
For Rent Studio Condo at One Shangri-La Place Mandaluyong,1.0,,45.0,1.0,45000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_138e4371afcf-6b81-6342-8b90-a7d32089
"3 Bedroom Unit for Rent at One Shangri-la Place, Mandaluyong",3.0,,170.0,3.0,150000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_d57e947e4952-921f-2f32-7107-05d32089
"For Rent 3 Bedroom Unit at One Shangri-La Place, Mandaluyong City",3.0,,159.0,3.0,175000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_81777678ab88-a5cf-1662-25c9-15d32089
"For Rent: 3BR Condo Unit at One Shangri-La Place - North Tower, Mandaluyong City",3.0,,165.0,3.0,178000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_a008ef395d3f-f28e-efd2-7177-bae32089
2BR Semi-Furnished Unit with Parking FOR LEASE at Flair Towers Mandaluyong,,,48.0,2.0,30000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-highway-hills-metro-manila-near-mrt-3-boni_7f03b730b79e-febe-dd92-f105-d7281089
1 Bedroom Condominium Unit for Rent at St. Francis Shangri-La Place,1.0,,57.0,1.0,70000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_cb64348a92f6-3a1e-14c2-044b-05d32089
Luxurious 2 bedroom unit for rent in st. Francis shangri-la place,3.0,,178.0,2.0,170000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_52334d5500ad-0981-0b32-44b2-15d32089
For Rent 3 Bedroom In One Shangri-La Place Mandaluyong,2.0,,232.0,3.0,250000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_77c58ae77f3f-55b0-4e52-3b1c-a7d32089
"FOR SALE/RENT 2BR Penthouse Unit in Axis Residences, Mandaluyong City - OBRC64",2.0,,72.0,2.0,55000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-axis-residences-highway-hills-metro-manila-near-mrt-3-boni_6302e4db8205-48f0-dac2-f4dd-2ae32089
2BR Furnished Condo Unit for Lease/Rent in Acqua Private Residences Mandaluyong City,1.0,25.0,75.0,2.0,40000.0,"Metro Manila, Mandaluyong, Plainview",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-plainview-metro-manila_c29f78489d61-123f-d442-8114-807b9089
"Fully Furnished 1Br in Avida Centera Condo Tower 2, Bgy Highway Hills, Mandaluyong",1.0,,35.85,1.0,25000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-highway-hills-metro-manila-near-mrt-3-shaw-boulevard_7431b8376580-49ef-f442-2a44-11c11089
2 Bedroom Unit for Rent at One Shangri-la Place Mandaluyong,2.0,,131.0,2.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_5d34c707d226-0490-76e2-8d0e-f8d32089
1BR Condo Unit for Lease/Rent in Acqua Private Residences Mandaluyong City,1.0,33.0,47.0,1.0,55000.0,"Metro Manila, Mandaluyong, Plainview",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-plainview-metro-manila_a1e07f36a99d-f5c1-5112-dd69-6aba8089
FOR RENT 3 Bedroom in One Gateway Place Pioneer St. Mandaluyong,2.0,,122.0,3.0,70000.0,"Metro Manila, Mandaluyong, Barangka Ilaya",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-gateway-place-barangka-ilaya-metro-manila-near-mrt-3-boni_0b971d10a7b1-04df-29c2-14aa-f2632089
2 Bedroom Loft Type Condominium near Boni MRT Station,2.0,7.0,42.0,2.0,20000.0,"Metro Manila, Mandaluyong, Malamig",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-malamig-metro-manila-near-mrt-3-boni_6d4b466508b6-e6e0-b682-b8dc-b5fa1089
2 bedroom stylish unit for rent in st. francis shangri-la place,2.0,,78.0,2.0,90000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3fec0f611f95-b370-53d2-4f10-15d32089
Modern Victorian 3 bedroom in One Shangrila Place for Lease,34.0,,170.0,3.0,199000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_3e83e2bfb1ab-598f-c402-d0f4-81632089
For Rent One Shangri-La Place 3 Bedroom Condo Unit,3.0,,157.0,3.0,190000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_9e38891de173-a9c0-2df2-39ef-84d32089
"FOR LEASE - 3BR in One Shangrila Place, Mandaluyong City",3.0,,170.0,3.0,160000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_db2105de3847-4b7e-8b12-1848-84d32089
For Rent Fully Furnished 1BR near Ortigas Center walking to MRT Boni,1.0,12.0,30.0,1.0,27000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-highway-hills-metro-manila-near-mrt-3-shaw-boulevard_817f459b8ee7-c57f-bd32-1360-2ee50089
For Rent One Bedroom Fully Furnished near BGC,1.0,12.0,30.0,1.0,27000.0,"Metro Manila, Mandaluyong, Highway Hills",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-avida-towers-verge-highway-hills-metro-manila-near-mrt-3-boni_0f00d5d6271b-f770-3dc2-c55a-ae330089
One Shangrila Place 3 Bedroom Unit w/ 2 parking slots for Lease,3.0,,157.0,3.0,180000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-one-shangri-la-place-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_4d776462bce1-c43f-5bc2-2fa7-84d32089
"St. Francis Shangri-La Place, 2 Bedroom Spacious Unit For Rent/Lease",2.0,,92.0,2.0,90000.0,"Metro Manila, Mandaluyong, Wack-Wack Greenhills",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-wack-wack-greenhills-metro-manila-near-mrt-3-shaw-boulevard_61f51cfc3139-676f-09a2-b06c-15d32089
